vehicle_uid,name,year,fuel,seller_type,transmission,owner,brand,car_age
CAR_003330,Volkswagen Vento Petrol Highline,2011,Petrol,Individual,Manual,First Owner,Volkswagen,14
CAR_003331,Maruti Alto 800 LXI,2015,LPG,Individual,Manual,Second Owner,Maruti,10
CAR_003332,Maruti Baleno Alpha 1.2,2015,Petrol,Individual,Manual,First Owner,Maruti,10
CAR_003333,Hyundai i20 Asta Option 1.4 CRDi,2016,Diesel,Individual,Manual,First Owner,Hyundai,9
CAR_003334,Hyundai Grand i10 CRDi Magna,2013,Diesel,Individual,Manual,First Owner,Hyundai,12
CAR_003335,Maruti 800 AC BSII,1992,Petrol,Individual,Manual,Fourth & Above Owner,Maruti,33
CAR_003336,Hyundai Grand i10 1.2 Kappa Asta,2018,Petrol,Individual,Unknown,First Owner,Hyundai,7
CAR_003337,Renault KWID RXT,2018,Petrol,Individual,Manual,First Owner,Renault,7
CAR_003338,Maruti Vitara Brezza VDi Option,2017,Diesel,Individual,Manual,Second Owner,Maruti,8
CAR_003339,Maruti Ertiga VDI,2012,Diesel,Individual,Manual,Second Owner,Maruti,13
CAR_003340,Hyundai i20 1.4 Sportz,2017,Diesel,Dealer,Manual,First Owner,Hyundai,8
CAR_003341,Maruti Vitara Brezza VDi Option,2017,Diesel,Individual,Manual,Second Owner,Maruti,8
CAR_003342,Chevrolet Beat LT LPG,2011,LPG,Individual,Manual,First Owner,Chevrolet,14
CAR_003343,Renault Duster 85PS Diesel RxL Optional,2012,Diesel,Individual,Manual,First Owner,Renault,13
CAR_003344,Hyundai Verna 1.6 SX,2012,LPG,Dealer,Manual,First Owner,Hyundai,13
CAR_003345,Maruti Ciaz VDi,2015,Diesel,Dealer,Manual,First Owner,Maruti,10
CAR_003346,Honda Amaze VX i-DTEC,2014,Diesel,Individual,Manual,Second Owner,Honda,11
CAR_003347,Datsun GO T Option BSIV,2015,Petrol,Individual,Unknown,First Owner,Datsun,10
CAR_003348,Maruti Eeco 7 Seater Standard BSIV,2018,Petrol,Individual,Unknown,First Owner,Maruti,7
CAR_003349,Skoda Superb 1.8 TFSI MT,2010,LPG,Individual,Manual,First Owner,Skoda,15
CAR_003350,Maruti Wagon R VXI Minor,2007,Petrol,Individual,Manual,Third Owner,Maruti,18
CAR_003351,Mercedes-Benz E-Class E250 Edition E,2013,LPG,Dealer,Automatic,First Owner,Mercedes-Benz,12
CAR_003352,Tata Safari Storme VX Varicor 400,2018,Diesel,Individual,Manual,First Owner,Tata,7
CAR_003353,Hyundai Verna SX AT Diesel,2009,Diesel,Dealer,Automatic,First Owner,Hyundai,16
CAR_003354,Honda WR-V i-VTEC VX,2017,Petrol,Dealer,Manual,Second Owner,Honda,8
CAR_003355,Hyundai EON Magna Plus,2018,Petrol,Individual,Manual,First Owner,Hyundai,7
CAR_003356,Hyundai Xcent 1.2 CRDi E,2017,Diesel,Individual,Manual,First Owner,Hyundai,8
CAR_003357,Hyundai Elite i20 Asta Option CVT BSIV,2017,Petrol,Dealer,Automatic,First Owner,Hyundai,8
CAR_003358,Honda City S,2012,Petrol,Individual,Manual,First Owner,Honda,13
CAR_003359,Mahindra XUV500 AT W10 1.99 mHawk,2017,Diesel,Dealer,Unknown,First Owner,Mahindra,8
CAR_003360,Tata Indigo GLE BSIII,2008,LPG,Dealer,Manual,First Owner,Tata,17
CAR_003361,Honda City 1.5 V MT,2018,Petrol,Dealer,Manual,First Owner,Honda,7
CAR_003362,Maruti Swift 1.3 LXI,2007,Petrol,Individual,Manual,Second Owner,Maruti,18
CAR_003363,Chevrolet Beat PS,2014,Petrol,Individual,Manual,First Owner,Chevrolet,11
CAR_003364,Maruti Ciaz ZXi Plus,2016,Petrol,Dealer,Manual,First Owner,Maruti,9
CAR_003365,Hyundai EON 1.0 Era Plus,2017,Petrol,Individual,Manual,First Owner,Hyundai,8
CAR_003366,Maruti Baleno Alpha 1.2,2018,Petrol,Dealer,Manual,First Owner,Maruti,7
CAR_003367,Tata Indigo GLS,2008,LPG,Individual,Manual,First Owner,Tata,17
CAR_003368,Maruti Swift 1.3 LXI,2007,Petrol,Individual,Manual,Second Owner,Maruti,18
CAR_003369,Hyundai Santro Xing GLS,2007,Petrol,Individual,Unknown,Second Owner,Hyundai,18
CAR_003370,Hyundai Elantra 2.0 SX AT,2018,Petrol,Individual,Automatic,First Owner,Hyundai,7
CAR_003371,Nissan Sunny Diesel XV,2013,Diesel,Individual,Manual,First Owner,Nissan,12
CAR_003372,Honda City 1.3 EXI,1998,Petrol,Individual,Manual,Second Owner,Honda,27
CAR_003373,Hyundai Verna 1.6 CRDI SX Option,2018,Diesel,Dealer,Manual,Second Owner,Hyundai,7
CAR_003374,Maruti S-Cross Sigma DDiS 200 SH,2017,Diesel,Individual,Manual,First Owner,Maruti,8
CAR_003375,Hyundai Elantra CRDi S,2013,Diesel,Dealer,Manual,First Owner,Hyundai,12
CAR_003376,Chevrolet Sail LS ABS,2014,Diesel,Individual,Manual,First Owner,Chevrolet,11
CAR_003377,Hyundai Verna 1.6 SX CRDi (O),2013,Diesel,Dealer,Manual,First Owner,Hyundai,12
CAR_003378,Maruti Eeco Smiles 5 Seater AC,2016,Petrol,Dealer,Manual,First Owner,Maruti,9
CAR_003379,Maruti Eeco Smiles 5 Seater AC,2013,Petrol,Dealer,Unknown,First Owner,Maruti,12
CAR_003380,Maruti Swift ZXI,2014,Petrol,Individual,Manual,First Owner,Maruti,11
CAR_003381,Volkswagen Polo Diesel Trendline 1.2L,2011,LPG,Individual,Manual,First Owner,Volkswagen,14
CAR_003382,Honda City 1.5 V Elegance,2012,Petrol,Dealer,Manual,First Owner,Honda,13
CAR_003383,Hyundai Verna 1.6 CRDi SX,2016,Diesel,Individual,Unknown,First Owner,Hyundai,9
CAR_003384,Datsun GO T BSIV,2014,Petrol,Individual,Manual,First Owner,Datsun,11
CAR_003385,Chevrolet Spark 1.0,2010,Petrol,Individual,Manual,Second Owner,Chevrolet,15
CAR_003386,Hyundai i20 Magna Optional 1.4 CRDi,2012,Diesel,Individual,Manual,First Owner,Hyundai,13
CAR_003387,Maruti Wagon R LX Minor,2013,Petrol,Individual,Manual,Second Owner,Maruti,12
CAR_003388,Hyundai i20 1.2 Sportz,2011,LPG,Individual,Manual,Fourth & Above Owner,Hyundai,14
CAR_003389,Honda Mobilio S i DTEC,2016,Diesel,Individual,Manual,Second Owner,Honda,9
CAR_003390,Tata New Safari DICOR 2.2 EX 4x2,2008,Diesel,Individual,Manual,Second Owner,Tata,17
CAR_003391,Volkswagen Vento 1.5 TDI Highline,2015,Diesel,Individual,Unknown,First Owner,Volkswagen,10
CAR_003392,Maruti Swift Vdi BSIII,2010,Diesel,Individual,Manual,Second Owner,Maruti,15
CAR_003393,Maruti Wagon R VXI BS IV,2018,LPG,Individual,Manual,First Owner,Maruti,7
CAR_003394,Tata Indica GLS BS IV,2008,Petrol,Individual,Manual,Third Owner,Tata,17
CAR_003395,Hyundai EON LPG Magna Plus,2012,LPG,Individual,Manual,Third Owner,Hyundai,13
CAR_003396,Datsun RediGO T Option,2016,Petrol,Individual,Manual,Second Owner,Datsun,9
CAR_003397,Maruti 800 Std,1999,Petrol,Individual,Manual,Third Owner,Maruti,26
CAR_003398,Maruti Grand Vitara MT,2007,Petrol,Individual,Manual,Third Owner,Maruti,18
CAR_003399,Mahindra KUV 100 mFALCON G80 K8 5str,2016,Petrol,Individual,Manual,First Owner,Mahindra,9
CAR_003400,Hyundai EON Sportz,2016,Petrol,Individual,Manual,First Owner,Hyundai,9
CAR_003401,Maruti Swift Dzire ZXI,2016,Petrol,Individual,Unknown,First Owner,Maruti,9
CAR_003402,Tata Manza Club Class Quadrajet90 EX,2012,Diesel,Individual,Manual,First Owner,Tata,13
CAR_003403,Tata Tiago 1.05 Revotorq XZ Plus,2018,Diesel,Individual,Manual,First Owner,Tata,7
CAR_003404,Maruti Wagon R VXI Optional,2015,Petrol,Individual,Manual,First Owner,Maruti,10
CAR_003405,Hyundai Santro LE zipPlus,2003,Petrol,Individual,Manual,Fourth & Above Owner,Hyundai,22
CAR_003406,Tata Nano Twist XE,2015,Petrol,Individual,Manual,Second Owner,Tata,10
CAR_003407,Nissan Terrano XL Plus 85 PS,2015,Diesel,Individual,Manual,First Owner,Nissan,10
CAR_003408,Maruti Wagon R Duo Lxi,2010,LPG,Individual,Unknown,Second Owner,Maruti,15
CAR_003409,Hyundai i10 Era,2008,Petrol,Individual,Manual,Second Owner,Hyundai,17
CAR_003410,Hyundai EON Era Plus,2013,Petrol,Individual,Manual,First Owner,Hyundai,12
CAR_003411,Maruti Alto 800 LXI,2019,Petrol,Individual,Manual,First Owner,Maruti,6
CAR_003412,Tata Harrier XZ BSIV,2019,LPG,Individual,Manual,First Owner,Tata,6
CAR_003413,Hyundai i10 Sportz,2011,Petrol,Individual,Manual,First Owner,Hyundai,14
CAR_003414,Maruti Ignis 1.2 Delta BSIV,2019,Petrol,Individual,Manual,First Owner,Maruti,6
CAR_003415,Toyota Corolla Altis 1.8 J,2008,Petrol,Individual,Manual,Second Owner,Toyota,17
CAR_003416,Fiat Linea T Jet Plus,2011,Petrol,Individual,Manual,First Owner,Fiat,14
CAR_003417,Toyota Fortuner 4x2 AT,2014,Diesel,Individual,Automatic,First Owner,Toyota,11
CAR_003418,Honda Civic 1.8 V MT,2008,LPG,Individual,Manual,First Owner,Honda,17
CAR_003419,Honda Civic 1.8 S AT,2007,Petrol,Dealer,Automatic,First Owner,Honda,18
CAR_003420,Ford Figo Diesel Titanium,2010,Diesel,Individual,Manual,Third Owner,Ford,15
CAR_003421,Hyundai i20 Active 1.2 SX,2018,Petrol,Individual,Manual,First Owner,Hyundai,7
CAR_003422,Hyundai Grand i10 1.2 Kappa Sportz AT,2019,Petrol,Individual,Unknown,First Owner,Hyundai,6
CAR_003423,Maruti Alto 800 VXI,2020,Petrol,Individual,Manual,First Owner,Maruti,5
CAR_003424,Maruti Alto 800 LXI Airbag,2012,LPG,Individual,Manual,First Owner,Maruti,13
CAR_003425,Maruti Alto LXi,2009,Petrol,Individual,Manual,First Owner,Maruti,16
CAR_003426,Hyundai i10 Era 1.1,2008,Petrol,Individual,Manual,First Owner,Hyundai,17
CAR_003427,Maruti Celerio VXI,2016,Petrol,Individual,Manual,First Owner,Maruti,9
CAR_003428,Maruti Baleno Delta 1.2,2019,Petrol,Individual,Manual,First Owner,Maruti,6
CAR_003429,Maruti Swift VXI Deca,2016,Petrol,Individual,Manual,First Owner,Maruti,9
CAR_003430,Maruti Swift Dzire LDI,2018,Diesel,Individual,Manual,Second Owner,Maruti,7
CAR_003431,Maruti Wagon R VXI BS IV,2015,Electric,Individual,Manual,First Owner,Maruti,10
CAR_003432,Hyundai Venue SX Opt Turbo BSIV,2020,Petrol,Individual,Manual,First Owner,Hyundai,5
CAR_003433,Maruti Wagon R LX Minor,2007,Petrol,Individual,Unknown,First Owner,Maruti,18
CAR_003434,Ford Figo Diesel ZXI,2014,Diesel,Individual,Manual,Second Owner,Ford,11
CAR_003435,Maruti Wagon R LX BSIII,2007,Petrol,Individual,Manual,First Owner,Maruti,18
CAR_003436,Ford Figo 1.5D Ambiente ABS MT,2016,Diesel,Individual,Manual,Second Owner,Ford,9
CAR_003437,Renault Duster 110PS Diesel RxZ Plus,2012,Diesel,Individual,Manual,Second Owner,Renault,13
CAR_003438,Maruti Zen VXi - BS III,2004,Petrol,Individual,Manual,Second Owner,Maruti,21
CAR_003439,Ford Figo Aspire 1.5 Ti-VCT Titanium,2017,Petrol,Dealer,Automatic,First Owner,Ford,8
CAR_003440,Maruti Ertiga SHVS VDI,2017,Diesel,Individual,Manual,First Owner,Maruti,8
CAR_003441,Maruti Ciaz S 1.3,2018,Diesel,Individual,Manual,First Owner,Maruti,7
CAR_003442,Maruti Wagon R VXI BS IV,2016,Petrol,Individual,Manual,Second Owner,Maruti,9
CAR_003443,Maruti Baleno Alpha 1.2,2017,Petrol,Individual,Manual,First Owner,Maruti,8
CAR_003444,Chevrolet Cruze LTZ,2011,Diesel,Individual,Manual,Second Owner,Chevrolet,14
CAR_003445,Toyota Innova 2.5 G (Diesel) 8 Seater BS IV,2006,Diesel,Individual,Manual,First Owner,Toyota,19
CAR_003446,Maruti Wagon R LX,2003,Petrol,Individual,Manual,Second Owner,Maruti,22
CAR_003447,Maruti Zen Estilo VXI BSIV,2010,Petrol,Individual,Manual,Second Owner,Maruti,15
CAR_003448,Mahindra Ingenio CRDe,2015,Diesel,Individual,Manual,First Owner,Mahindra,10
CAR_003449,Toyota Innova Crysta 2.4 VX MT 8S BSIV,2019,Diesel,Individual,Unknown,First Owner,Toyota,6
CAR_003450,Tata Indigo TDI,2013,Diesel,Individual,Unknown,Second Owner,Tata,12
CAR_003451,Maruti Wagon R LXI Minor,2010,Petrol,Individual,Manual,Second Owner,Maruti,15
CAR_003452,Maruti SX4 ZXI MT BSIV,2011,Petrol,Individual,Manual,Second Owner,Maruti,14
CAR_003453,Chevrolet Beat Diesel LT,2013,Diesel,Individual,Manual,First Owner,Chevrolet,12
CAR_003454,BMW 5 Series 520d Luxury Line,2018,Diesel,Individual,Automatic,First Owner,BMW,7
CAR_003455,Volkswagen Vento 1.5 Highline Plus AT 16 Alloy,2017,Diesel,Individual,Automatic,First Owner,Volkswagen,8
CAR_003456,Toyota Corolla Altis 1.8 GL,2019,Petrol,Individual,Manual,First Owner,Toyota,6
CAR_003457,Maruti Baleno Zeta 1.2,2017,Electric,Individual,Manual,First Owner,Maruti,8
CAR_003458,Maruti 800 AC BSIII,2008,Petrol,Individual,Manual,Second Owner,Maruti,17
CAR_003459,Audi A4 1.8 TFSI,2012,Petrol,Individual,Automatic,Third Owner,Audi,13
CAR_003460,Mahindra Scorpio M2DI,2013,Diesel,Individual,Manual,First Owner,Mahindra,12
CAR_003461,Maruti Swift LXi BSIV,2009,Petrol,Individual,Manual,Second Owner,Maruti,16
CAR_003462,Toyota Innova 2.5 EV Diesel PS 7 Seater BSIII,2012,Diesel,Individual,Manual,First Owner,Toyota,13
CAR_003463,Hyundai EON Era Plus,2018,Electric,Individual,Unknown,First Owner,Hyundai,7
CAR_003464,Datsun GO Plus T Option BSIV,2015,Petrol,Individual,Manual,First Owner,Datsun,10
CAR_003465,Maruti Ertiga VXI CNG,2018,CNG,Individual,Manual,First Owner,Maruti,7
CAR_003466,Ambassador Grand 1800 ISZ MPFI PW CL,2012,Petrol,Individual,Manual,Second Owner,Ambassador,13
CAR_003467,Hyundai Verna i (Petrol),2007,Petrol,Individual,Manual,Second Owner,Hyundai,18
CAR_003468,Skoda Laura Ambiente 2.0 TDI CR AT,2012,Diesel,Individual,Automatic,Second Owner,Skoda,13
CAR_003469,Maruti Wagon R LXI Minor,2007,Electric,Individual,Manual,Third Owner,Maruti,18
CAR_003470,Tata Indica Vista Aqua 1.4 TDI,2010,Diesel,Individual,Manual,Second Owner,Tata,15
CAR_003471,Mahindra Xylo Celebration Edition BSIV,2010,Diesel,Individual,Manual,Third Owner,Mahindra,15
CAR_003472,Hyundai Grand i10 Magna,2015,Petrol,Individual,Manual,Second Owner,Hyundai,10
CAR_003473,Maruti Wagon R LXI BS IV,2014,Electric,Individual,Manual,First Owner,Maruti,11
CAR_003474,Volkswagen CrossPolo 1.2 MPI,2016,Petrol,Individual,Manual,First Owner,Volkswagen,9
CAR_003475,Maruti Ertiga VXI Petrol,2018,Electric,Individual,Manual,First Owner,Maruti,7
CAR_003476,Hyundai Xcent 1.1 CRDi S,2016,Diesel,Individual,Manual,First Owner,Hyundai,9
CAR_003477,Hyundai i20 1.2 Magna Executive,2017,Petrol,Individual,Manual,First Owner,Hyundai,8
CAR_003478,Maruti Wagon R LXI CNG,2011,CNG,Individual,Manual,Second Owner,Maruti,14
CAR_003479,Maruti SX4 VDI,2013,Diesel,Individual,Manual,Second Owner,Maruti,12
CAR_003480,Maruti Eeco 5 Seater AC BSIV,2017,Petrol,Individual,Manual,Second Owner,Maruti,8
CAR_003481,Volkswagen Vento Diesel Style Limited Edition,2011,Diesel,Individual,Manual,First Owner,Volkswagen,14
CAR_003482,Maruti Ritz VDi,2013,Diesel,Individual,Unknown,First Owner,Maruti,12
CAR_003483,Maruti Wagon R LXI CNG,2016,CNG,Individual,Manual,Second Owner,Maruti,9
CAR_003484,Maruti Swift Dzire VDI,2013,Electric,Individual,Manual,First Owner,Maruti,12
CAR_003485,Maruti Swift Star VDI,2013,Diesel,Individual,Unknown,First Owner,Maruti,12
CAR_003486,Chevrolet Beat LT Option,2015,Petrol,Individual,Unknown,First Owner,Chevrolet,10
CAR_003487,Hyundai Grand i10 1.2 Kappa Magna BSIV,2020,Electric,Individual,Unknown,First Owner,Hyundai,5
CAR_003488,Hyundai i10 Magna 1.1 iTech SE,2015,Electric,Dealer,Manual,First Owner,Hyundai,10
CAR_003489,Chevrolet Beat LT,2010,Petrol,Individual,Manual,Second Owner,Chevrolet,15
CAR_003490,Renault KWID RXT,2017,Petrol,Individual,Manual,First Owner,Renault,8
CAR_003491,Renault KWID 1.0 RXT Optional,2018,Petrol,Individual,Manual,First Owner,Renault,7
CAR_003492,Hyundai i20 1.4 CRDi Magna,2012,Diesel,Individual,Manual,First Owner,Hyundai,13
CAR_003493,Skoda Laura Elegance 2.0 TDI CR AT,2019,Diesel,Dealer,Automatic,First Owner,Skoda,6
CAR_003494,Hyundai i20 Asta Option 1.4 CRDi,2016,Diesel,Individual,Manual,Second Owner,Hyundai,9
CAR_003495,Tata Indigo CR4,2010,Diesel,Individual,Manual,Second Owner,Tata,15
CAR_003496,Ford EcoSport 1.5 Diesel Trend BSIV,2017,Diesel,Individual,Manual,First Owner,Ford,8
CAR_003497,Mahindra XUV500 W6 2WD,2016,Diesel,Individual,Manual,First Owner,Mahindra,9
CAR_003498,Hyundai Santro Xing XG,2004,Electric,Individual,Manual,First Owner,Hyundai,21
CAR_003499,Hyundai Grand i10 Sportz,2015,Petrol,Individual,Manual,First Owner,Hyundai,10
CAR_003500,Maruti Celerio ZXI AMT BSIV,2018,Petrol,Individual,Automatic,First Owner,Maruti,7
CAR_003501,Hyundai Santro Xing GLS,2012,Petrol,Individual,Manual,Second Owner,Hyundai,13
CAR_003502,Honda City i VTEC V,2015,Petrol,Individual,Manual,First Owner,Honda,10
CAR_003503,Maruti Wagon R LXI Minor,2008,Petrol,Individual,Manual,First Owner,Maruti,17
CAR_003504,Maruti 800 AC,2002,Petrol,Individual,Unknown,Fourth & Above Owner,Maruti,23
CAR_003505,Ford Figo Diesel EXI,2010,Diesel,Individual,Manual,Third Owner,Ford,15
CAR_003506,Ford Figo Diesel EXI,2012,Diesel,Individual,Manual,Second Owner,Ford,13
CAR_003507,Mahindra Xylo D2 BS IV,2011,Diesel,Individual,Manual,Second Owner,Mahindra,14
CAR_003508,Maruti Zen Estilo VXI BSIII,2008,Petrol,Individual,Manual,First Owner,Maruti,17
CAR_003509,Tata Nano Cx BSIII,2010,Petrol,Individual,Manual,First Owner,Tata,15
CAR_003510,Maruti Ritz VDi,2013,Diesel,Individual,Manual,Second Owner,Maruti,12
CAR_003511,Mahindra Xylo E8,2010,Diesel,Individual,Manual,Second Owner,Mahindra,15
CAR_003512,Maruti Ritz VDi,2013,Diesel,Individual,Unknown,Second Owner,Maruti,12
CAR_003513,Hyundai Santro Xing XO,2006,Petrol,Individual,Manual,First Owner,Hyundai,19
CAR_003514,Hyundai i10 Era,2013,Petrol,Individual,Manual,First Owner,Hyundai,12
CAR_003515,Hyundai EON Magna Plus Option,2018,Petrol,Individual,Manual,First Owner,Hyundai,7
CAR_003516,Nissan Terrano XL 110 PS,2014,Diesel,Individual,Manual,Third Owner,Nissan,11
CAR_003517,Hyundai Creta 1.6 CRDi SX Option,2016,Diesel,Individual,Manual,First Owner,Hyundai,9
CAR_003518,Mahindra Scorpio S11 BSIV,2018,Diesel,Individual,Manual,First Owner,Mahindra,7
CAR_003519,Toyota Innova Crysta 2.8 ZX AT BSIV,2016,Electric,Individual,Automatic,First Owner,Toyota,9
CAR_003520,Mahindra XUV500 W6 2WD,2014,Diesel,Individual,Manual,Second Owner,Mahindra,11
CAR_003521,Tata Tiago 1.2 Revotron XT,2018,Petrol,Individual,Unknown,First Owner,Tata,7
CAR_003522,Maruti Zen Estilo LXI BS IV,2009,Petrol,Individual,Manual,First Owner,Maruti,16
CAR_003523,Skoda Laura Ambiente 2.0 TDI CR MT,2010,Diesel,Individual,Manual,Second Owner,Skoda,15
CAR_003524,Hyundai Santro Xing XL eRLX Euro III,2006,Petrol,Dealer,Manual,Second Owner,Hyundai,19
CAR_003525,Maruti Alto K10 VXI,2017,Petrol,Dealer,Manual,First Owner,Maruti,8
CAR_003526,Ford EcoSport 1.5 Ti VCT MT Titanium BE BSIV,2018,Petrol,Dealer,Unknown,First Owner,Ford,7
CAR_003527,Maruti Alto LX,2008,Petrol,Dealer,Manual,First Owner,Maruti,17
CAR_003528,Ford Aspire Titanium Plus BSIV,2015,Petrol,Dealer,Manual,Second Owner,Ford,10
CAR_003529,Hyundai Grand i10 Asta Option AT,2017,Petrol,Dealer,Unknown,First Owner,Hyundai,8
CAR_003530,Ford Ecosport 1.5 DV5 MT Titanium,2015,Diesel,Dealer,Manual,First Owner,Ford,10
CAR_003531,Ford Endeavour 3.0L 4X4 AT,2013,Diesel,Dealer,Automatic,First Owner,Ford,12
CAR_003532,Ford Endeavour 2.5L 4X2,2011,Diesel,Dealer,Unknown,Second Owner,Ford,14
CAR_003533,Maruti Zen LXI,1998,Petrol,Individual,Manual,Second Owner,Maruti,27
CAR_003534,Mahindra Verito 1.5 D2 BSIII,2011,Diesel,Individual,Manual,First Owner,Mahindra,14
CAR_003535,Mahindra XUV500 AT W10 AWD,2017,Diesel,Individual,Unknown,Second Owner,Mahindra,8
CAR_003536,Renault Duster 110PS Diesel RxZ,2017,Diesel,Individual,Manual,First Owner,Renault,8
CAR_003537,Datsun RediGO 1.0 S,2017,Petrol,Individual,Manual,First Owner,Datsun,8
CAR_003538,Maruti Ignis 1.2 AMT Alpha BSIV,2018,Electric,Individual,Automatic,First Owner,Maruti,7
CAR_003539,Tata Nexon 1.5 Revotorq XM,2019,Diesel,Individual,Manual,First Owner,Tata,6
CAR_003540,Mahindra XUV500 W6 2WD,2013,Diesel,Individual,Manual,First Owner,Mahindra,12
CAR_003541,Maruti Swift VDI BSIV,2015,Diesel,Individual,Manual,Third Owner,Maruti,10
CAR_003542,Mahindra Scorpio 2.6 CRDe,2006,Electric,Individual,Manual,Second Owner,Mahindra,19
CAR_003543,Maruti Swift Dzire VDI,2017,Diesel,Individual,Manual,Third Owner,Maruti,8
CAR_003544,Ford Fiesta 1.4 ZXi Duratec,2010,Petrol,Individual,Manual,First Owner,Ford,15
CAR_003545,Hyundai Verna 1.6 SX,2014,Diesel,Individual,Manual,Second Owner,Hyundai,11
CAR_003546,Hyundai Elite i20 Sportz Plus BSIV,2019,Electric,Individual,Manual,First Owner,Hyundai,6
CAR_003547,Maruti Swift 1.2 DLX,2018,Petrol,Individual,Unknown,First Owner,Maruti,7
CAR_003548,Mahindra Scorpio BSIV,2019,Diesel,Individual,Manual,First Owner,Mahindra,6
CAR_003549,Renault KWID RXT,2016,Petrol,Individual,Manual,First Owner,Renault,9
CAR_003550,Mahindra Scorpio LX,2013,Diesel,Individual,Manual,First Owner,Mahindra,12
CAR_003551,Maruti Esteem AX,1997,Petrol,Individual,Automatic,First Owner,Maruti,28
CAR_003552,Ford Figo 1.5D Trend MT,2017,Diesel,Individual,Manual,First Owner,Ford,8
CAR_003553,Honda Amaze V Diesel BSIV,2018,Diesel,Individual,Manual,First Owner,Honda,7
CAR_003554,Skoda Rapid 1.5 TDI Ambition,2016,Diesel,Individual,Manual,First Owner,Skoda,9
CAR_003555,Toyota Etios VD,2016,Diesel,Individual,Unknown,First Owner,Toyota,9
CAR_003556,Ford Ecosport 1.5 DV5 MT Titanium,2014,Diesel,Individual,Manual,Second Owner,Ford,11
CAR_003557,Ford Fiesta Classic 1.4 SXI Duratorq,2006,Diesel,Individual,Manual,Third Owner,Ford,19
CAR_003558,Tata Indica Vista Aqua 1.3 Quadrajet BSIV,2011,Diesel,Individual,Manual,First Owner,Tata,14
CAR_003559,Hyundai i10 Era,2012,Petrol,Individual,Manual,Second Owner,Hyundai,13
CAR_003560,Renault KWID 1.0 RXT Optional,2019,Petrol,Individual,Unknown,First Owner,Renault,6
CAR_003561,Mahindra XUV500 W8 4WD,2012,Diesel,Individual,Manual,Second Owner,Mahindra,13
CAR_003562,Volkswagen Vento 1.5 TDI Highline,2015,Diesel,Individual,Manual,First Owner,Volkswagen,10
CAR_003563,Maruti Swift VDI Optional,2017,Diesel,Individual,Manual,First Owner,Maruti,8
CAR_003564,Mahindra Bolero DI,2010,Diesel,Individual,Manual,First Owner,Mahindra,15
CAR_003565,Honda Civic 1.8 V AT,2007,Petrol,Individual,Automatic,First Owner,Honda,18
CAR_003566,Honda Mobilio V i VTEC,2014,Petrol,Individual,Manual,First Owner,Honda,11
CAR_003567,Hyundai Creta 1.6 SX,2019,Petrol,Individual,Manual,First Owner,Hyundai,6
CAR_003568,Renault KWID RXT,2016,Petrol,Individual,Manual,First Owner,Renault,9
CAR_003569,Tata Manza ELAN Quadrajet BS IV,2011,Diesel,Individual,Manual,Third Owner,Tata,14
CAR_003570,Hyundai i10 Sportz AT,2011,Petrol,Individual,Automatic,Second Owner,Hyundai,14
CAR_003571,Maruti Alto LXi,2009,Petrol,Individual,Unknown,Second Owner,Maruti,16
CAR_003572,Nissan Micra Diesel XV Premium,2011,Diesel,Individual,Manual,First Owner,Nissan,14
CAR_003573,Mahindra Scorpio VLX 2WD AIRBAG BSIV,2014,Diesel,Individual,Manual,First Owner,Mahindra,11
CAR_003574,Maruti Wagon R LXI Minor,2008,Petrol,Individual,Manual,Second Owner,Maruti,17
CAR_003575,Mahindra Bolero SLX 4WD BSIII,2011,Diesel,Individual,Manual,Second Owner,Mahindra,14
CAR_003576,Mahindra Scorpio S9 BSIV,2019,Diesel,Individual,Unknown,First Owner,Mahindra,6
CAR_003577,Honda City 1.3 DX,2003,Petrol,Individual,Manual,Second Owner,Honda,22
CAR_003578,Honda BR-V i-DTEC VX MT,2018,Electric,Individual,Manual,First Owner,Honda,7
CAR_003579,Hyundai Grand i10 CRDi Sportz,2014,Diesel,Individual,Manual,Second Owner,Hyundai,11
CAR_003580,Tata Nano Lx BSIII,2011,Electric,Individual,Manual,Second Owner,Tata,14
CAR_003581,Volkswagen Polo Diesel Highline 1.2L,2013,Diesel,Individual,Manual,Third Owner,Volkswagen,12
CAR_003582,Volkswagen Ameo 1.5 TDI Highline,2017,Diesel,Individual,Unknown,First Owner,Volkswagen,8
CAR_003583,Maruti Swift ZXI ABS,2007,Petrol,Individual,Manual,Second Owner,Maruti,18
CAR_003584,Maruti Wagon R LXI BS IV,2011,Electric,Dealer,Manual,First Owner,Maruti,14
CAR_003585,Tata Manza Aura (ABS) Quadrajet BS IV,2010,Diesel,Individual,Unknown,Second Owner,Tata,15
CAR_003586,Toyota Etios GD,2015,Diesel,Dealer,Manual,Second Owner,Toyota,10
CAR_003587,Ford Figo Diesel Titanium,2012,Diesel,Individual,Manual,First Owner,Ford,13
CAR_003588,Honda Amaze VX i-DTEC,2018,Diesel,Individual,Manual,First Owner,Honda,7
CAR_003589,Ford Endeavour 2.5L 4X2 MT,2009,Electric,Individual,Manual,Second Owner,Ford,16
CAR_003590,Renault Duster 85PS Diesel RxE,2016,Diesel,Individual,Manual,First Owner,Renault,9
CAR_003591,Maruti Ritz LDi,2016,Diesel,Individual,Unknown,Second Owner,Maruti,9
CAR_003592,Toyota Corolla Altis D-4D J,2015,Diesel,Dealer,Manual,Second Owner,Toyota,10
