vehicle_uid,name,year,selling_price,km_driven,fuel,seller_type,transmission,owner,car_record_id,car_age,price_category,km_category,owner_count,fuel_transmission,brand,price_per_km,is_diesel
CAR_003022,Maruti Swift ZDi BSIV,2015,575000,60000,Diesel,Individual,Manual,First Owner,3022,10,Mid,Medium,0,Diesel_Manual,Maruti,9.58,1
CAR_003023,Hyundai Elite i20 Sportz Plus BSIV,2015,550000,49000,Petrol,Individual,Manual,First Owner,3023,10,Mid,Medium,,Petrol_Manual,Hyundai,11.22,0
CAR_003024,Tata Indica Vista Terra TDI BSIII,2009,145000,89255,Diesel,Individual,,First Owner,3024,16,Low,High,0,Diesel_Manual,Tata,1.62,1
CAR_003025,Maruti Alto 800 LXI,2020,347000,,Petrol,Individual,Manual,First Owner,3025,5,Mid,Low,0,Petrol_Manual,Maruti,69.4,0
CAR_003026,Tata Indica Vista Quadrajet VX,2013,275000,110000,Diesel,Individual,Manual,First Owner,3026,12,,High,0,Diesel_Manual,Tata,2.5,1
CAR_003027,Toyota Innova 2.5 V Diesel 8-seater,2010,630000,,Diesel,Individual,Manual,Third Owner,3027,15,High,Very High,0,Diesel_Manual,Toyota,3.15,1
CAR_003028,Chevrolet Beat Diesel,2012,160000,90000,Diesel,Individual,Manual,Second Owner,3028,13,Low,High,,Diesel_Manual,Chevrolet,1.78,1
CAR_003029,Fiat Grande Punto 1.3 Dynamic (Diesel),2010,150000,63000,Diesel,Individual,Manual,Third Owner,3029,15,Low,Medium,0,Diesel_Manual,Fiat,2.38,1
CAR_003030,Honda Mobilio S i VTEC,2015,,23000,Petrol,Individual,Manual,First Owner,3030,10,Mid,Low,0,Petrol_Manual,Honda,23.91,0
CAR_003031,Mahindra Quanto C6,2013,349000,,Diesel,Individual,Manual,First Owner,3031,12,Mid,High,0,Diesel_Manual,Mahindra,3.49,1
CAR_003032,Mahindra Bolero DI DX 8 Seater,2004,229999,168000,Diesel,Individual,Manual,Fourth & Above Owner,3032,21,Low,Very High,,Diesel_Manual,Mahindra,1.37,1
CAR_003033,Tata Indica Vista Aqua 1.4 TDI,2008,,90000,Diesel,Individual,Manual,Third Owner,3033,17,Low,High,0,Diesel_Manual,Tata,1.22,1
CAR_003034,Maruti Wagon R LXI Minor,2008,,70000,,Individual,Manual,Third Owner,3034,17,Low,Medium,0,Petrol_Manual,Maruti,1.57,0
CAR_003035,Renault KWID RXE,2018,245000,5550,Petrol,Individual,Manual,Second Owner,3035,7,Low,Low,0,Petrol_Manual,Renault,44.14,0
CAR_003036,Maruti Alto K10 VXI,2014,180000,100000,Petrol,Individual,Manual,Second Owner,3036,11,Low,High,0,Petrol_Manual,Maruti,1.8,0
CAR_003037,Maruti Wagon R VXI BS IV,2014,290000,80000,Petrol,Individual,Manual,Second Owner,3037,11,Low,High,0,Petrol_Manual,Maruti,3.62,0
CAR_003038,Hyundai i20 Magna,2010,250000,40000,Petrol,Individual,Manual,First Owner,3038,15,Low,Medium,0,Petrol_Manual,Hyundai,6.25,0
CAR_003039,Tata Indigo TDI,2010,150000,100000,Diesel,Individual,Manual,First Owner,3039,15,Low,High,0,Diesel_Manual,Tata,1.5,1
CAR_003040,Maruti 800 AC BSII,2004,55000,35000,Petrol,Individual,Manual,Third Owner,3040,21,Low,Medium,,Petrol_Manual,Maruti,1.57,0
CAR_003041,Skoda Laura L n K 1.9 PD,2006,500000,75000,Diesel,Individual,Manual,Second Owner,3041,19,Mid,High,0,Diesel_Manual,Skoda,6.67,1
CAR_003042,Mahindra Quanto C4,2013,290000,150000,Diesel,Individual,,Fourth & Above Owner,3042,12,Low,High,0,Diesel_Manual,Mahindra,1.93,1
CAR_003043,Hyundai Santro Magna AMT BSIV,2019,400000,16000,Petrol,Individual,Automatic,First Owner,3043,6,Mid,Low,0,Petrol_Automatic,Hyundai,25,0
CAR_003044,Maruti Alto STD,2009,72000,,Petrol,Individual,Manual,First Owner,3044,16,Low,Medium,0,Petrol_Manual,Maruti,1.03,0
CAR_003045,Maruti Ritz VDi,2014,250000,115000,Diesel,Individual,Manual,First Owner,3045,11,Low,High,0,Diesel_Manual,Maruti,2.17,1
CAR_003046,Maruti Swift AMT VXI,2019,,,Petrol,Individual,Automatic,First Owner,3046,6,Mid,Low,0,Petrol_Automatic,Maruti,23,0
CAR_003047,Kia Seltos HTK Plus AT D,2019,1300000,10000,Diesel,Individual,Automatic,First Owner,3047,6,Premium,Low,0,Diesel_Automatic,Kia,130,1
CAR_003048,Hyundai Santro Magna BSIV,2019,425000,15000,Petrol,Individual,Manual,First Owner,3048,6,Mid,Low,0,Petrol_Manual,Hyundai,28.33,0
CAR_003049,Maruti Eeco CNG 5 Seater AC BSIV,2019,470000,10000,CNG,Individual,Manual,First Owner,3049,6,Mid,Low,0,CNG_Manual,Maruti,47,0
CAR_003050,Toyota Etios VX,2012,220000,80000,Petrol,Individual,Manual,Third Owner,3050,13,Low,High,,Petrol_Manual,Toyota,2.75,0
CAR_003051,Maruti Alto 800 LXI,2020,310000,,Petrol,Individual,Manual,First Owner,3051,5,Mid,Low,0,Petrol_Manual,Maruti,182.35,0
CAR_003052,Ford Figo 1.5D Trend MT,2016,400000,45217,Diesel,Dealer,Manual,First Owner,3052,9,Mid,,0,Diesel_Manual,Ford,8.85,1
CAR_003053,Volkswagen Vento Diesel Comfortline,2012,215000,97000,Diesel,Individual,Manual,First Owner,3053,13,Low,High,0,Diesel_Manual,Volkswagen,2.22,1
CAR_003054,Hyundai EON Magna Plus,2018,310000,20000,Petrol,Individual,,First Owner,3054,7,,Low,0,Petrol_Manual,Hyundai,15.5,0
CAR_003055,Maruti Ciaz ZDi Plus SHVS,2017,750000,50000,Diesel,Individual,Manual,First Owner,3055,8,High,Medium,0,Diesel_Manual,Maruti,15,1
CAR_003056,Tata New Safari DICOR 2.2 EX 4x2,2009,204999,,Diesel,Individual,Manual,Second Owner,3056,16,Low,High,0,Diesel_Manual,Tata,1.71,1
CAR_003057,Maruti Swift 1.3 VXi,2010,260000,50000,Petrol,Individual,Manual,First Owner,3057,15,Low,,0,Petrol_Manual,Maruti,5.2,0
CAR_003058,Maruti Alto LXi,2012,,40000,Petrol,Individual,Manual,Second Owner,3058,13,Low,Medium,0,Petrol_Manual,Maruti,4.5,0
CAR_003059,Mahindra Renault Logan 1.5 DLE Diesel,2007,125000,110000,Diesel,Individual,Manual,Second Owner,3059,18,,High,0,Diesel_Manual,Mahindra,1.14,1
CAR_003060,Maruti Swift VDI BSIV,2014,420000,155000,,Individual,Manual,First Owner,3060,11,Mid,Very High,0,Diesel_Manual,Maruti,2.71,1
CAR_003061,Maruti Alto K10 LXI,2011,220000,70000,Petrol,Individual,Manual,Second Owner,3061,14,Low,Medium,0,Petrol_Manual,Maruti,3.14,0
CAR_003062,Maruti Alto K10 2010-2014 VXI,2010,200000,,Petrol,Individual,,Third Owner,3062,15,Low,Medium,0,Petrol_Manual,Maruti,2.86,0
CAR_003063,Ford Ikon 1.4 TDCi DuraTorq,2009,130000,100000,Diesel,Individual,Manual,Third Owner,3063,16,Low,High,0,Diesel_Manual,Ford,1.3,1
CAR_003064,Tata Tiago XT,2016,335000,,Petrol,Dealer,Manual,First Owner,3064,9,Mid,Medium,0,Petrol_Manual,Tata,8.17,0
CAR_003065,Ford Endeavour Titanium Plus 4X4,2017,2650000,60000,Diesel,Dealer,Automatic,First Owner,3065,8,Premium,Medium,0,Diesel_Automatic,Ford,44.17,1
CAR_003066,Ford Endeavour 3.2 Titanium AT 4X4,2018,2675000,56000,,Dealer,Automatic,First Owner,3066,7,Premium,Medium,0,Diesel_Automatic,Ford,47.77,1
CAR_003067,Ford Endeavour Titanium Plus 4X4,2017,2675000,60000,Diesel,Dealer,Automatic,First Owner,3067,8,Premium,Medium,0,Diesel_Automatic,Ford,44.58,1
CAR_003068,Honda City V AT,2011,434999,97000,Petrol,Dealer,,Second Owner,3068,14,Mid,High,0,Petrol_Automatic,Honda,4.48,0
CAR_003069,Honda City i VTEC S,2014,500000,60000,Petrol,Individual,Manual,First Owner,3069,11,Mid,Medium,0,Petrol_Manual,Honda,8.33,0
CAR_003070,Maruti Alto K10 VXI Airbag,2017,290000,60000,Petrol,Individual,Manual,First Owner,3070,8,,Medium,0,Petrol_Manual,Maruti,4.83,0
CAR_003071,Ford Ecosport 1.5 Ti VCT AT Titanium,2014,475000,48000,,Dealer,Automatic,Second Owner,3071,11,Mid,,0,Petrol_Automatic,Ford,9.9,0
CAR_003072,Maruti Swift Dzire VDi,2009,270000,190000,Diesel,Individual,Manual,Third Owner,3072,16,Low,Very High,0,Diesel_Manual,Maruti,1.42,1
CAR_003073,Hyundai Xcent 1.2 VTVT S,2019,600000,80000,Petrol,Individual,Manual,First Owner,3073,6,,High,0,Petrol_Manual,Hyundai,7.5,0
CAR_003074,Hyundai i20 Asta 1.4 CRDi,2013,300000,70000,Diesel,Individual,Manual,Second Owner,3074,12,Low,Medium,,Diesel_Manual,Hyundai,4.29,1
CAR_003075,Volkswagen Jetta 2.0L TDI Comfortline,2012,415000,80000,,Individual,Manual,Second Owner,3075,13,Mid,High,0,Diesel_Manual,Volkswagen,5.19,1
CAR_003076,Maruti Vitara Brezza ZDi Plus AMT,2018,,30000,Diesel,Individual,Automatic,Second Owner,3076,7,High,Low,0,Diesel_Automatic,Maruti,26.67,1
CAR_003077,Hyundai Grand i10 Sportz,2016,,44440,,Individual,Manual,Second Owner,3077,9,Mid,Medium,0,Petrol_Manual,Hyundai,9.45,0
CAR_003078,Hyundai Creta 1.6 CRDi SX Plus,2018,1250000,30000,Diesel,Individual,Manual,First Owner,3078,7,Premium,Low,0,Diesel_Manual,Hyundai,41.67,1
CAR_003079,Maruti Swift VDI BSIV,2011,270000,,Diesel,Individual,Manual,First Owner,3079,14,Low,High,0,Diesel_Manual,Maruti,2.25,1
CAR_003080,Hyundai Grand i10 CRDi Sportz,2015,390000,80000,Diesel,Individual,Manual,Second Owner,3080,10,,High,0,Diesel_Manual,Hyundai,4.88,1
CAR_003081,Skoda Laura Ambiente 2.0 TDI CR MT,2012,400000,110000,Diesel,Individual,Manual,First Owner,3081,13,Mid,High,0,Diesel_Manual,Skoda,3.64,1
CAR_003082,Ford Fiesta 1.4 ZXi Leather,2007,100000,170000,Petrol,Individual,Manual,First Owner,3082,18,Low,,0,Petrol_Manual,Ford,0.59,0
CAR_003083,Audi A6 2.7 TDI,2010,850000,46000,Diesel,Individual,Automatic,First Owner,3083,15,High,Medium,0,Diesel_Automatic,Audi,18.48,1
CAR_003084,Chevrolet Cruze LTZ AT,2012,359000,120000,Diesel,Individual,Automatic,Third Owner,3084,13,Mid,High,0,Diesel_Automatic,Chevrolet,2.99,1
CAR_003085,Maruti Swift Dzire ZDI,2015,470000,91365,Diesel,Dealer,,First Owner,3085,10,Mid,High,0,Diesel_Manual,Maruti,5.14,1
CAR_003086,Maruti Swift Dzire VDI,2013,360000,90010,Diesel,Dealer,Manual,Second Owner,3086,12,Mid,High,0,Diesel_Manual,Maruti,4,1
CAR_003087,Maruti Ertiga VDI,2013,250999,80000,Diesel,Individual,Manual,First Owner,3087,12,Low,High,0,Diesel_Manual,Maruti,3.14,1
CAR_003088,Tata Nano Lx BSIV,2012,45000,35000,,Individual,Manual,Second Owner,3088,13,,,0,Petrol_Manual,Tata,1.29,0
CAR_003089,Maruti Wagon R VXI BSII,2006,75000,80000,Petrol,Individual,Manual,Second Owner,3089,19,,High,0,Petrol_Manual,Maruti,0.94,0
CAR_003090,Maruti Swift Dzire VDI,2013,495000,31800,Diesel,Dealer,Manual,First Owner,3090,12,Mid,Medium,0,Diesel_Manual,Maruti,15.57,1
CAR_003091,Maruti Wagon R CNG LXI,2013,310000,59100,CNG,Dealer,Manual,First Owner,3091,12,Mid,Medium,0,CNG_Manual,Maruti,5.25,0
CAR_003092,Honda Jazz 1.2 V i VTEC,2016,540000,,Petrol,Dealer,Manual,First Owner,3092,9,,Medium,0,Petrol_Manual,Honda,17.31,0
CAR_003093,Maruti Ciaz VDi Plus SHVS,2016,665000,,Diesel,Dealer,Manual,First Owner,3093,9,High,Medium,0,Diesel_Manual,Maruti,13.04,1
CAR_003094,Hyundai i20 Magna 1.4 CRDi (Diesel),2013,425000,22700,Diesel,Dealer,,Second Owner,3094,12,Mid,Low,0,Diesel_Manual,Hyundai,18.72,1
CAR_003095,Audi A4 2.0 TDI,2011,1295000,58000,Diesel,Dealer,Automatic,First Owner,3095,14,Premium,Medium,0,Diesel_Automatic,Audi,22.33,1
CAR_003096,Maruti Ciaz VDI SHVS,2016,675000,50900,Diesel,Dealer,Manual,First Owner,3096,9,,,0,Diesel_Manual,Maruti,13.26,1
CAR_003097,Maruti Vitara Brezza ZDi Plus Dual Tone,2018,980000,10000,Diesel,Individual,Manual,First Owner,3097,7,High,Low,0,Diesel_Manual,Maruti,98,1
CAR_003098,Chevrolet Beat Diesel LS,2014,320000,60000,,Individual,Manual,First Owner,3098,11,Mid,Medium,0,Diesel_Manual,Chevrolet,5.33,1
CAR_003099,Maruti Ritz VXI,2011,250000,80000,Petrol,Individual,Manual,Second Owner,3099,14,Low,High,,Petrol_Manual,Maruti,3.12,0
CAR_003100,Maruti Baleno Zeta 1.3,2016,600000,,Diesel,Individual,Manual,First Owner,3100,9,Mid,High,0,Diesel_Manual,Maruti,8.33,1
CAR_003101,Hyundai Xcent 1.2 Kappa S,2016,300000,,Petrol,Individual,Manual,First Owner,3101,9,Low,High,0,Petrol_Manual,Hyundai,3.12,0
CAR_003102,Chevrolet Beat Diesel LS,2014,305000,66000,Diesel,Individual,Manual,First Owner,3102,11,Mid,Medium,0,Diesel_Manual,Chevrolet,4.62,1
CAR_003103,Tata New Safari DICOR 2.2 GX 4x2 BS IV,2012,270000,80000,Diesel,Individual,Manual,Second Owner,3103,13,Low,High,0,Diesel_Manual,Tata,3.38,1
CAR_003104,Renault Fluence 1.5,2012,300000,90000,Diesel,Individual,Manual,First Owner,3104,13,Low,High,0,Diesel_Manual,Renault,3.33,1
CAR_003105,Maruti Wagon R LXI Minor,2009,106000,70000,Petrol,Individual,Manual,First Owner,3105,16,Low,Medium,0,Petrol_Manual,Maruti,1.51,0
CAR_003106,Hyundai Accent GLS 1.6 ABS,2006,90000,,Petrol,Individual,Manual,Third Owner,3106,19,Low,High,0,Petrol_Manual,Hyundai,1.2,0
CAR_003107,Tata Tiago 1.2 Revotron XZ,2019,539000,2417,Petrol,Individual,Manual,First Owner,3107,6,Mid,Low,0,Petrol_Manual,Tata,223,0
CAR_003108,Ford Fiesta 1.4 ZXi TDCi ABS,2009,110000,100000,Diesel,Individual,Manual,Fourth & Above Owner,3108,16,Low,High,0,Diesel_Manual,Ford,1.1,1
CAR_003109,Hyundai EON Era Plus Option,2016,250000,30000,Petrol,Individual,Manual,Second Owner,3109,9,Low,Low,0,Petrol_Manual,Hyundai,8.33,0
CAR_003110,Hyundai i20 Asta (o),2009,300000,50000,Petrol,Individual,,First Owner,3110,16,,Medium,0,Petrol_Manual,Hyundai,6,0
CAR_003111,Mahindra Scorpio BSIV,2018,707000,60000,Diesel,Individual,Manual,First Owner,3111,7,High,Medium,0,Diesel_Manual,Mahindra,11.78,1
CAR_003112,Hyundai Getz GLS,2007,,120000,,Individual,,Fourth & Above Owner,3112,18,Low,High,0,Petrol_Manual,Hyundai,0.79,0
CAR_003113,Maruti Eeco CNG 5 Seater AC BSIV,2020,495000,7000,CNG,Individual,Manual,First Owner,3113,5,Mid,Low,0,CNG_Manual,Maruti,70.71,0
CAR_003114,Tata Indigo TDI,2012,200000,35000,Diesel,Individual,Manual,First Owner,3114,13,Low,Medium,0,Diesel_Manual,Tata,5.71,1
CAR_003115,Maruti A-Star Vxi,2009,110000,110000,Petrol,Individual,Manual,Fourth & Above Owner,3115,16,Low,High,0,Petrol_Manual,Maruti,1,0
CAR_003116,Maruti Alto LXi,2008,100000,130000,Petrol,Individual,Manual,Fourth & Above Owner,3116,17,Low,High,0,Petrol_Manual,Maruti,0.77,0
CAR_003117,Maruti Alto 800 LX,2016,150000,25000,Petrol,Individual,Manual,Second Owner,3117,9,Low,Low,0,Petrol_Manual,Maruti,6,0
CAR_003118,Toyota Etios 1.5 V,2016,509999,35000,Petrol,Individual,Manual,First Owner,3118,9,Mid,Medium,0,Petrol_Manual,Toyota,14.57,0
CAR_003119,Ford Ikon 1.3 Flair,2005,50000,80000,Petrol,Individual,,Third Owner,3119,20,Low,High,,Petrol_Manual,Ford,0.62,0
CAR_003120,Chevrolet Aveo 1.4,2007,85000,70000,Petrol,Individual,Manual,Second Owner,3120,18,Low,,0,Petrol_Manual,Chevrolet,1.21,0
CAR_003121,Hyundai Grand i10 1.2 Kappa Magna BSIV,2018,475000,23000,,Individual,,First Owner,3121,7,Mid,Low,0,Petrol_Manual,Hyundai,20.65,0
CAR_003122,Volkswagen Polo 1.2 MPI Highline,2014,425000,40000,Petrol,Individual,Manual,First Owner,3122,11,Mid,Medium,0,Petrol_Manual,Volkswagen,10.62,0
CAR_003123,BMW 5 Series 530i,2006,480000,,Petrol,Individual,Automatic,Second Owner,3123,19,Mid,High,,Petrol_Automatic,BMW,4.36,0
CAR_003124,Maruti S-Cross Delta DDiS 200 SH,2019,950000,10000,Diesel,Individual,,First Owner,3124,6,High,Low,0,Diesel_Manual,Maruti,95,1
CAR_003125,Maruti Swift Dzire VDI,2015,535000,80000,Diesel,Individual,Manual,First Owner,3125,10,Mid,High,0,Diesel_Manual,Maruti,6.69,1
CAR_003126,Hyundai Verna CRDi SX ABS,2009,325000,25000,Diesel,Individual,Manual,Third Owner,3126,16,Mid,Low,0,Diesel_Manual,Hyundai,13,1
CAR_003127,Maruti Wagon R Stingray VXI,2013,270000,74000,Petrol,Individual,Manual,Third Owner,3127,12,Low,High,0,Petrol_Manual,Maruti,3.65,0
CAR_003128,Maruti Celerio VXI,2015,300000,60000,Petrol,Individual,Manual,Third Owner,3128,10,,,0,Petrol_Manual,Maruti,5,0
CAR_003129,Volkswagen Vento Diesel Trendline,2011,325000,,Diesel,Individual,Manual,First Owner,3129,14,Mid,Medium,0,Diesel_Manual,Volkswagen,4.64,1
CAR_003130,Tata New Safari DICOR 2.2 EX 4x2,2010,350000,100000,Diesel,Individual,Manual,First Owner,3130,15,Mid,,0,Diesel_Manual,Tata,3.5,1
CAR_003131,Hyundai Verna CRDi SX,2008,,146000,,Individual,Manual,Third Owner,3131,17,Low,High,0,Diesel_Manual,Hyundai,1.58,1
CAR_003132,Maruti Swift Dzire LDi,2012,,120000,Diesel,Individual,Manual,Second Owner,3132,13,Mid,High,0,Diesel_Manual,Maruti,2.71,1
CAR_003133,Maruti Wagon R LXI,2005,,70000,Petrol,Individual,Manual,Second Owner,3133,20,Low,Medium,0,Petrol_Manual,Maruti,1,0
CAR_003134,Skoda Laura Ambiente,2008,190000,120000,Diesel,Individual,Manual,Third Owner,3134,17,Low,High,0,Diesel_Manual,Skoda,1.58,1
CAR_003135,Chevrolet Cruze LTZ,2011,345000,,Diesel,Individual,Manual,First Owner,3135,14,,Medium,0,Diesel_Manual,Chevrolet,5.27,1
CAR_003136,Mahindra Scorpio 1.99 S10,2016,1025000,70000,Diesel,Individual,Manual,First Owner,3136,9,Premium,Medium,0,Diesel_Manual,Mahindra,14.64,1
CAR_003137,Maruti Alto 800 LXI,2012,120000,50000,Petrol,Individual,Manual,First Owner,3137,13,Low,Medium,0,Petrol_Manual,Maruti,2.4,0
CAR_003138,Maruti Alto LXi BSIII,2009,114999,90000,Petrol,Individual,Manual,Second Owner,3138,16,Low,High,0,Petrol_Manual,Maruti,1.28,0
CAR_003139,Honda City 1.5 S MT,2009,300000,120000,Petrol,Individual,Manual,Second Owner,3139,16,Low,High,0,Petrol_Manual,Honda,2.5,0
CAR_003140,Maruti Celerio VXI,2016,340000,,Petrol,Dealer,Manual,First Owner,3140,9,Mid,Medium,,Petrol_Manual,Maruti,6.07,0
CAR_003141,Maruti Wagon R LXI,2005,90000,70000,,Individual,Manual,Second Owner,3141,20,Low,Medium,0,Petrol_Manual,Maruti,1.29,0
CAR_003142,Maruti Alto LX,2006,150000,140300,,Individual,Manual,First Owner,3142,19,,High,0,Petrol_Manual,Maruti,1.07,0
CAR_003143,Maruti Alto K10 2010-2014 VXI,2010,115999,70000,Petrol,Individual,Manual,First Owner,3143,15,Low,Medium,0,Petrol_Manual,Maruti,1.66,0
CAR_003144,Toyota Etios Liva 1.4 VD,2017,425000,36000,Diesel,Dealer,,First Owner,3144,8,Mid,Medium,0,Diesel_Manual,Toyota,11.81,1
CAR_003145,Honda Amaze VX O iDTEC,2017,550000,12997,Diesel,Dealer,Manual,First Owner,3145,8,,Low,0,Diesel_Manual,Honda,42.32,1
CAR_003146,Maruti Ciaz 1.4 AT Zeta,2017,500000,40000,Petrol,Individual,Automatic,First Owner,3146,8,,Medium,0,Petrol_Automatic,Maruti,12.5,0
CAR_003147,Mahindra Quanto C8,2013,300000,,Diesel,Individual,Manual,Second Owner,3147,12,Low,Low,0,Diesel_Manual,Mahindra,12,1
CAR_003148,Hyundai Verna CRDi 1.6 SX Option,2018,1150000,26430,Diesel,Dealer,Manual,First Owner,3148,7,,Low,0,Diesel_Manual,Hyundai,43.51,1
CAR_003149,Maruti Swift 1.3 VXI ABS,2015,475000,24600,Petrol,Dealer,Manual,First Owner,3149,10,Mid,Low,,Petrol_Manual,Maruti,19.31,0
CAR_003150,Maruti Wagon R LXI,2011,260000,,Petrol,Dealer,Manual,First Owner,3150,14,,Low,0,Petrol_Manual,Maruti,9.13,0
CAR_003151,Ford Ecosport 1.0 Ecoboost Titanium Optional,2013,350000,100000,Petrol,Individual,Manual,First Owner,3151,12,Mid,High,0,Petrol_Manual,Ford,3.5,0
CAR_003152,Mahindra XUV500 W8 2WD,2013,750000,41988,Diesel,Dealer,Manual,First Owner,3152,12,High,Medium,0,Diesel_Manual,Mahindra,17.86,1
CAR_003153,Renault KWID Climber 1.0 AMT BSIV,2017,350000,,Petrol,Dealer,Automatic,First Owner,3153,8,Mid,Low,0,Petrol_Automatic,Renault,45.7,0
CAR_003154,Maruti Wagon R LXI,2009,180000,30375,Petrol,Dealer,Manual,First Owner,3154,16,Low,Medium,0,Petrol_Manual,Maruti,5.93,0
CAR_003155,Maruti Swift Dzire VDI,2017,,34400,Diesel,Dealer,Manual,First Owner,3155,8,High,Medium,0,Diesel_Manual,Maruti,17.76,1
CAR_003156,Renault KWID RXL BSIV,2017,325000,18500,Petrol,Dealer,Manual,First Owner,3156,8,Mid,Low,0,Petrol_Manual,Renault,17.57,0
CAR_003157,Hyundai EON 1.0 Era Plus,2012,225000,48000,Petrol,Dealer,Manual,First Owner,3157,13,Low,Medium,0,Petrol_Manual,Hyundai,4.69,0
CAR_003158,Maruti Wagon R AMT VXI,2014,300000,28942,,Dealer,Automatic,First Owner,3158,11,Low,Low,0,Petrol_Automatic,Maruti,10.37,0
CAR_003159,Mahindra Bolero Power Plus SLX,2017,400000,,Diesel,Individual,Manual,Second Owner,3159,8,Mid,,0,Diesel_Manual,Mahindra,8,1
CAR_003160,Mahindra XUV500 W8 2WD,2012,711000,53600,Diesel,Dealer,Manual,First Owner,3160,13,High,,0,Diesel_Manual,Mahindra,13.26,1
CAR_003161,Toyota Innova 2.5 G (Diesel) 8 Seater,2015,851000,53652,Diesel,Dealer,Manual,First Owner,3161,10,High,Medium,0,Diesel_Manual,Toyota,15.86,1
CAR_003162,Maruti Wagon R VXI,2016,,23000,Petrol,Dealer,,Second Owner,3162,9,Mid,Low,,Petrol_Manual,Maruti,16.3,0
CAR_003163,Maruti Zen Estilo LXI BSIII,2007,275000,10211,Petrol,Individual,Manual,First Owner,3163,18,Low,Low,0,Petrol_Manual,Maruti,26.93,0
CAR_003164,Mahindra Scorpio 2.6 SLX Turbo 7 Seater,2005,120000,120000,Diesel,Individual,Manual,Third Owner,3164,20,Low,High,0,Diesel_Manual,Mahindra,1,1
CAR_003165,Maruti Celerio ZDi,2015,350000,120000,Diesel,Individual,Manual,First Owner,3165,10,Mid,High,0,Diesel_Manual,Maruti,2.92,1
CAR_003166,Maruti Celerio ZXI,2017,409999,35000,Petrol,Individual,Manual,First Owner,3166,8,Mid,Medium,0,Petrol_Manual,Maruti,11.71,0
CAR_003167,Hyundai Verna 1.6 SX,2012,500000,130000,Diesel,Individual,Manual,First Owner,3167,13,Mid,High,0,Diesel_Manual,Hyundai,3.85,1
CAR_003168,Nissan Sunny Diesel XL,2013,220000,90000,Diesel,Individual,Manual,Second Owner,3168,12,Low,High,0,Diesel_Manual,Nissan,2.44,1
CAR_003169,Ford Fiesta 1.6 Duratec EXI Ltd,2008,120000,80000,Petrol,Individual,Manual,Second Owner,3169,17,Low,High,0,Petrol_Manual,Ford,1.5,0
CAR_003170,Hyundai Santro Xing XK,2007,70000,55000,Petrol,Individual,Manual,Second Owner,3170,18,Low,Medium,0,Petrol_Manual,Hyundai,1.27,0
CAR_003171,Maruti Swift Dzire ZXI Plus,2017,800000,15000,Petrol,Individual,Manual,First Owner,3171,8,High,,0,Petrol_Manual,Maruti,53.33,0
CAR_003172,Maruti Swift Dzire VDI,2014,450000,260000,,Individual,Manual,Second Owner,3172,11,Mid,Very High,0,Diesel_Manual,Maruti,1.73,1
CAR_003173,Mahindra Scorpio SLE BSIV,2012,525000,145000,Diesel,Individual,Manual,First Owner,3173,13,Mid,High,0,Diesel_Manual,Mahindra,3.62,1
CAR_003174,Datsun GO Plus Remix Limited Edition,2016,300000,35000,Petrol,Individual,Manual,First Owner,3174,9,Low,Medium,0,Petrol_Manual,Datsun,8.57,0
CAR_003175,Hyundai i10 Magna,2008,195000,56000,Petrol,Individual,Manual,Second Owner,3175,17,Low,Medium,0,Petrol_Manual,Hyundai,3.48,0
CAR_003176,Ford Fiesta Classic 1.4 SXI Duratorq,2007,130000,98000,Diesel,Individual,Manual,Second Owner,3176,18,,High,0,Diesel_Manual,Ford,1.33,1
CAR_003177,Toyota Etios VD,2011,300000,135000,Diesel,Individual,Manual,Second Owner,3177,14,Low,,,Diesel_Manual,Toyota,2.22,1
CAR_003178,Maruti Alto VXi,2002,120000,60000,,Individual,,Third Owner,3178,23,Low,Medium,0,Petrol_Manual,Maruti,2,0
CAR_003179,Toyota Innova 2.5 G3,2010,450000,120000,Diesel,Individual,Manual,Third Owner,3179,15,Mid,High,0,Diesel_Manual,Toyota,3.75,1
CAR_003180,Tata Indigo LS,2010,160000,102000,Diesel,Individual,Manual,Second Owner,3180,15,Low,High,0,Diesel_Manual,Tata,1.57,1
CAR_003181,Mahindra Bolero Power Plus Plus AC BSIV PS,2018,800000,35000,Diesel,Individual,Manual,First Owner,3181,7,High,Medium,0,Diesel_Manual,Mahindra,22.86,1
CAR_003182,Maruti 800 AC,2013,100000,80000,Petrol,Individual,Manual,First Owner,3182,12,Low,High,0,Petrol_Manual,Maruti,1.25,0
CAR_003183,Volkswagen Polo GTI,2017,825000,13599,Petrol,Dealer,Automatic,First Owner,3183,8,High,Low,0,Petrol_Automatic,Volkswagen,60.67,0
CAR_003184,Maruti Alto 800 LXI,2015,265000,32933,Petrol,Dealer,Manual,First Owner,3184,10,,Medium,0,Petrol_Manual,Maruti,8.05,0
CAR_003185,Maruti Wagon R LXI,2008,175000,54551,Petrol,Dealer,Manual,First Owner,3185,17,,Medium,0,Petrol_Manual,Maruti,3.21,0
CAR_003186,Maruti Omni 8 Seater BSIV,2014,250999,,Petrol,Dealer,Manual,First Owner,3186,11,Low,Medium,0,Petrol_Manual,Maruti,4.39,0
CAR_003187,Hyundai Xcent 1.2 VTVT S AT,2015,471000,41025,Petrol,Dealer,Automatic,First Owner,3187,10,Mid,Medium,0,Petrol_Automatic,Hyundai,11.48,0
